,users,follower_count
4686,RMagunia,386
4687,NervNichTwitte,367
4688,kuro_kurama,640
4689,lizzardkiing,217
4690,dennismormann,68
4691,MobileInCH,160
4692,_nolte_,76
4693,stones952,35
4694,AElpunkt,23
4695,daniel_ueberall,1944
4696,KahleNari,444
4697,hans_rosch,985
4698,eurotransportde,1818
4699,HeinzKnapper,2
4700,radioscout,478
4701,FreshestTed,266
4702,RalphVonstein,811
4703,FesterFt,3
4704,SimonSchmi23,350
4705,EnerBrain,1335
4706,VDV_Verband,3883
4707,FalkGruner,1506
4708,schwarzseherin,605
4709,Mure77,80
4710,_motte_,69
4711,Fingindeling,8
4712,MrGIF4479,378
4713,ChristophTries,46
4714,nessi6688,1662
4715,heroElke,102
4716,fear_of_humans,265
4717,Hanno_123456,40
4718,gephiltert,1904
4719,uestra,20869
4720,dehubinitiative,3793
4721,StefanMu3II3r,952
4722,eam_magazin,2209
4723,AKKADeutschland,390
4724,DanirToma,10
4725,Mitgezwitschert,929
4726,kainiebert,3864
4727,marvschaf,18
4728,mabahe,332
4729,hsussebach,7797
4730,erbloggt,145
4731,SenatorBobBo,716
4732,CB_In_NMS,225
4733,interauralgap,47
4734,klaus_hain,241
4735,Elio05687549,30
4736,Tapehead123,28
4737,riecke_p,64
4738,HBrainbubbles,70
4739,Carsten1401,1
4740,Finanztip,10016
4741,AbdulChaim,201
4742,danbre5,79
4743,plangin,77
4744,Heinz3151,482
4745,luckymaaa,43
4746,machmalblutbild,298
4747,MatthiasLeder,110
4748,ArnePoparne,1495
4749,ArcSchreiber,3
4750,SWP_Potsdam,3116
4751,farbsuchtt,19
4752,BenAntRaho,1262
4753,synaktis,517
4754,Philipp_VoltHSK,71
4755,AnneInside,99
4756,p_rykaczewski,376
4757,Elektroflitzer,616
4758,engforfuture,5978
4759,Cinderella9699,315
4760,OliverFranke10,181
4761,AFoderation,993
4762,frisogosliga,839
4763,FeynmansMethod,2244
4764,rawbowke,130
4765,zurich_de,4887
4766,smarasek,1159
4767,Nbg_steigt_ab,1785
4768,energiezukunft_,6415
4769,BastiBarsch,97
4770,mcgarrettcj,0
4771,autoserviceprax,1350
4772,HK0066,33
4773,DrGonzo05291727,50
4774,zajacmannheim,4
4775,panzerschoko,1024
4776,niun,306
4777,garafat87,1718
4778,Flornix1,7
4779,cwillmes,481
4780,ptrk_t,134
4781,the_smarter_E,825
4782,ad__veritatem__,12
4783,rat_rs,474
4784,TheCrossedBones,989
4785,gruenewege,2285
4786,aristoteles007,13
4787,_BNI,16
4788,ms72_official,512
4789,svenjakekss,1
4790,WiferionGmbH,33
4791,RoubenBathke,254
4792,teufelprototyp,37
4793,RTreublatt,49
4794,pankekind,26
4795,Jakob_Blub,178
4796,BerndWa,82
4797,Tjingz,90
4798,cleibing,35
4799,jbear01,64
4800,nofoo,150
4801,HenzeVolker,20
4802,Septuaginta_LXX,490
4803,1v3833n7h3r3,1947
4804,SparkassenSH,146
4805,haug_jp,127
4806,bieberle,135
4807,alter_waemser,16
4808,nh24de,2085
4809,ilimburg,1033
4810,urwumpe,407
4811,saki_statement,5172
4812,klimainitiative,2771
4813,brandaktuellat,206
4814,maweki1,350
4815,FriedelWirtz,510
4816,fanfsl,64
4817,fiasko65719,196
4818,miniponypower,30
4819,Ruediger_Krause,70
4820,oliverpaesold,24
4821,albertsonscares,4
4822,frankaskaralius,965
4823,NileBernard,7
4824,ted_unlimi,526
4825,TorbenCidekis,5
4826,Meerkatze19,37
4827,Carsten_Tr,117
4828,Hirahita,168
4829,Safka111,3754
4830,frederic2406,251
4831,gullixo,935
4832,TrekkerfahrerLP,17
4833,steingesicht,983
4834,Regina_Ue,15
4835,IgloKaptn,16
4836,Der_Fummler,41
4837,alexaufeinmal,14
4838,Twitkon1,87
4839,milengolchev,53
4840,thoolb1,33
4841,Philanthrop05,30
4842,tobwen,107
4843,Maschlea5,117
4844,onlyHolP,41
4845,KlausEuteneuer,1141
4846,Katzenminze4,6
4847,StephanDaRe,564
4848,kristiansos1976,26
4849,rEjexx_FPS,288
4850,rene_boomshaka,11
4851,tweet_alqamar,719
4852,pixeljunkie,831
4853,Presse_Netz,270
4854,green_annsophie,1402
4855,ErikMeusel,83
4856,chrhartung,105
4857,zephyraster,320
4858,westdoerp,232
4859,sylt33,182
4860,basten_michael,317
4861,replynix,3
4862,dansiela_b,6311
4863,Krewista,247
4864,FormelLMS,148
4865,Tripplepunkt,85
4866,auctus1234,143
4867,rgsbeff,35
4868,Razzifazzi,196
4869,Zughalt,874
4870,MarcelS54115278,26
4871,sgruendel,134
4872,RobKrueger,505
4873,Jan_Alberti,1357
4874,mz_weissenfels,1478
4875,Fam_Saenger,119
4876,Barbara11772691,747
4877,dirk_owl,51
4878,dl8mbs,470
4879,diePinki,1176
4880,Axels1953,137
4881,Sekhmet_Eins,239
4882,a_linnemann,1086
4883,Franko_Hbg,43
4884,Energie_BB,208
4885,Tweetie08707992,4
4886,Christoph_Br1,5492
4887,RN_DORTMUND,73471
4888,Nico81758167,1
4889,BuengerMichael,625
4890,philodem,237
4891,stefan_noe_,346
4892,KleptR,10
4893,oneplanet_2020,76
4894,AlexTheBike,147
4895,Chaosbr6,0
4896,Luegenbeutel,9
4897,MollariFFM,99
4898,ThomasS31227083,633
4899,Totto_P,7
4900,zec0,515
4901,RAMathiasMuench,4894
4902,floses309,205
4903,DerDanlas,161
4904,Angelvergessen1,369
4905,DannyGl30476683,4
4906,PdH_LNiesik,472
4907,Castleforged,1984
4908,BreuerWin,312
4909,Widukind99,73
4910,FlutlichtPR,898
4911,YouChargeMe,84
4912,Razzupalltuff,4
4913,infoscanner1,7
4914,FCKBA,11
4915,Das_Oni,117
4916,PAL_Blog,424
4917,NewenergyNsi,42
4918,joe_leads,542
4919,End49Knights,3
4920,MietTesla,712
4921,stefmalle,182
4922,GLobenberg,1337
4923,RealBohemian,125
4924,Schmierer14,5
4925,honnefheute,499
4926,kfzgewerbe,2900
4927,gkfxdeutschland,1440
4928,entoutinnocence,668
4929,adorath,55
4930,HannoverCARLing,220
4931,JoernWiedemann,91
4932,apfelchips,322
4933,miriam_vollmer,9660
4934,danielmack,36865
4935,bazonline,50841
4936,DenkLaut,858
4937,Ford_de,16512
4938,stefanschoe,6
4939,deko_peti,97
4940,Fatze_Buck,278
4941,MaxBuerckGemass,270
4942,awillburger,3869
4943,philot_,449
4944,DieNizi,578
4945,JulianKuhlmann,25
4946,NewsStadt,104
4947,Ti_Gli,70
4948,Z1248163264,45
4949,Michael_Ruhr,58
4950,JickMagger3,488
4951,CduMainz,235
4952,saschawyc,30
4953,michaelmosch3,39
4954,hackedal,
4955,BiFiKoeln,645
4956,BSta_1,72
4957,wdealers4,159
4958,andreas_esch,1213
4959,3Hoch2,1
4960,Lukas__Grimm,16
4961,freeworld2000,0
4962,MaGu_daheim,103
4963,Anton84517946,167
4964,MakakenL,795
4965,twimdo,780
4966,RafaelaKraus,342
4967,LoGamemer,32
4968,politerei,8883
4969,ratioradio,13
4970,Ultilus,45
4971,juergen_hd,245
4972,WSchauen,2683
4973,TK05225162,7
4974,brudersteffen,59
4975,SepPietsmiet,177715
4976,astro__kopp,701
4977,WeeklySpectator,1414
4978,gromit73,80
4979,ebm_guy,401
4980,_Tomalak,763
4981,TaliDelabocha,172
4982,TGewidder,408
4983,Marktzyniker,2171
4984,Pauer43797602,27
4985,FelixFru,61
4986,derPaddy,670
4987,etchingechidna,119
4988,strkai,56
4989,ashility,1033
4990,derhoegi,263
4991,hubert_brand,155
4992,lucaber_,14
4993,energisch_,5598
4994,sweeper76,1049
4995,Dentschman,77
4996,MOBITIPP1,55
4997,WifoeFfm,2345
4998,unterxtage,197
4999,kerstinhapunkt1,30
5000,Papyrifex,8
5001,S4F_Leipzig,1821
5002,Engel_Re,21958
5003,Pe_Kast,1119
5004,aegidius,15345
5005,JayMenno,1429
5006,haffapartner,1386
5007,TagederSonne,476
5008,Schroeder86609,72
5009,stefanwagener,112
5010,GrueneFraktionB,14098
5011,Andre68681408,21
5012,gujabano,119
5013,Schlatti2,70
5014,Jayayenay1,0
5015,TheRealHuba,129
5016,AstonMarco1,44
5017,DerElmar,84
5018,Sobolese17,2
5019,N_Stansfield,190
5020,nemestothy,627
5021,schnoeven,76
5022,Abt_Benjamin,1383
5023,immobilienwert,7083
5024,nikbern,3167
5025,manfredgweber,0
5026,CP_Redaktion,6088
5027,eBerdnA,31
5028,InfraDianba,165
5029,andreas_ae_,19
5030,HermannWolke,859
5031,ZDFhannover,8315
5032,NDRnds,38311
5033,KasparReimt,58
5034,heidebimbam,2
5035,scottishman1302,426
5036,hiwthi_HH,314
5037,MisterSofie,19
5038,WeareWuppertal,1759
5039,Ceetter,336
5040,DasRechtsportal,14780
5041,M3phista,384
5042,MartinaWeidmann,846
5043,HirschbergRalph,14
5044,bimmel_t,269
5045,ria_schroeder,24141
5046,Hammes_Inso,658
5047,FreuleinFuchs27,273
5048,5nafu,138
5049,Hartmut54568112,372
5050,LadeBlockade,17
5051,StefWerner,886
5052,wuv,107543
5053,franz_rother,1441
5054,turi2,45878
5055,vco24news,2697
5056,watch_union,60760
5057,flokuhila98,115
5058,DominikBroda,24
5059,AdolfMller10,402
5060,DowJoes,34
5061,T3RevNeverEnd,1674
5062,CptOhm,397
5063,TeslaDriverGraz,7
5064,otto_direkt,2637
5065,hwhermanns1234,16
5066,OttingaKonsalt,24
5067,gib_im_richtig,3
5068,KonigSteffan,1664
5069,mge_de,949
5070,mikebuchner,888
5071,civisVIE,1356
5072,git_sicherheit,1741
5073,mind_the_change,303
5074,kdimmek,273
5075,Wohnraumkoenner,741
5076,strolchi16,2
5077,fotoO_de,7
5078,Doppellhelix,76
5079,100iqch,158
5080,Berater_1,3382
5081,alexs77,778
5082,BSteuerzahler,434
5083,gebhardm5,31
5084,KaiderKritiker,24
5085,cdbrkfxrpt,92
5086,huberfe,1702
5087,FrohsWolfgang,80
5088,cyclistbonn,93
5089,MKieske,186
5090,Clutter_Monster,264
5091,MarkusHess7,108
5092,JosefNeuhold,264
5093,_vissem,151
5094,DavidPirate44,16
5095,Wanderhoffi,0
5096,PradaDr,1051
5097,fehsemir,170
5098,MatthiasGroeber,230
5099,bnoc11,35
5100,2tholy,148
5101,mesguerrab,243
5102,DTHECK2,8
5103,andreas_zeise,483
5104,Papa856,201
5105,JungjohannB,2428
5106,je2har,13
5107,bahnhof_marco,399
5108,DennisBode11,95
5109,wiosem,890
5110,christophmoar,342
5111,Sharpcleveland,474
5112,oliverandrich,977
5113,docsnyder19,116
5114,henscheck,969
5115,Schiedt,127
5116,uwejohn666,545
5117,Atomreisfleisch,3558
5118,silver_sonic,71
5119,roland_hauke,134
5120,WSH_VC,38
5121,wolff1352,6
5122,KWitecka,1120
5123,andy284,48
5124,W_Oldoerp,32
5125,MrChan78,205
5126,pamadajo,75
5127,SteffenHentrich,644
5128,synpusep,204
5129,iampelmeniboy,16
5130,PfnnkchnHnz,5
5131,HyEconomy,85
5132,feldafinger,89
5133,Jay93231852,187
5134,wichmaennchen,244
5135,das_beuteltier,422
5136,Prius_57,495
5137,mmeidl78,2008
5138,MissFlusi,1320
5139,AlbLech,19
5140,ZackFeddich,180
5141,BergheimJeff,5967
5142,Gonzo02062654,18
5143,alteFichte,34
5144,Dori_Kiel,2678
5145,JHandwerg,798
5146,lethal_odinson,156
5147,StukazuFussD,11
5148,HansKuhn11,442
5149,novatecgmbh,975
5150,FUCHSBRIEFE,1121
5151,VidePriolo,60
5152,dozer86,31
5153,marcomgabriel,303
5154,stratege_0815,20
5155,hwkomv,333
5156,futurezoneat,36436
5157,edson_pipo,10
5158,FlorianLipp6,130
5159,hardysee,346
5160,SWBBusundBahn,5883
5161,kosmar,7826
5162,Roland_84_E,1544
5163,tomosw,226
5164,OnkelBrudi,62
5165,J__Ludwig,950
5166,stephan121976,27
5167,ralphusk,86
5168,klangdomino,63
5169,turnbeutelrocke,42
5170,HansLak,25664
5171,bastianstrauss,42
5172,leoll1234,634
5173,EberlPacanArch,412
5174,Minorittenkabi1,882
5175,Moorbek,157
5176,brkb19,132
5177,WobTikal,498
5178,Tanya_Klarname,866
5179,jollypiratename,2005
5180,DonBarbone,264
5181,heblog,2967
5182,Fr33shizzle,20
5183,kennfarbe,175
5184,Dagehtnochwas2,82
5185,ECONova_,252
5186,stephantsch,770
5187,Peter_der_Bayer,364
5188,BMJotzo,812
5189,matthiasgolle,448
5190,lebakassemme,871
5191,PROFI_WERKSTATT,272
5192,radieschen111,462
5193,Fraunhofer_IAF,366
5194,smartEQpassion,387
5195,PhoenixArtist3,489
5196,Lateralus731,344
5197,KaterMontecarlo,721
5198,Der_AndereS,58
5199,patrik_lori,349
5200,IneskoNRW,224
5201,PeterWe79565374,1048
5202,FiedlerRudiger,30
5203,MucRipley,127
5204,DKettcar,24
5205,eworkDE,1193
5206,UFrer,483
5207,bt_tagblatt,251
5208,daft_roger,16
5209,MagisterNavis,558
5210,Eltville13,6
5211,Schafkopfpokal2,349
5212,blabla_net,1373
5213,OliverHaas19,973
5214,CriticalMatt,40
5215,Energie360AG,827
5216,herzeinerloewin,745
5217,beardedphoenix1,105
5218,MVeffizient,343
5219,sebkoch49,109
5220,HShumanist,331
5221,festival4future,820
5222,longterm_inv,291
5223,maxhusar,201
5224,baakenwerder,240
5225,GoNext_Level,721
5226,bennyfluehler,45
5227,ehi_org,1525
5228,RSaatz,6
5229,CactusMetall,83
5230,Sven19752,84
5231,RalfKotthoff,401
5232,Teslampard,8
5233,Achetaton1,0
5234,AnneRabe2,1209
5235,Koogle91417074,7
5236,AndreasFloemer,1390
5237,Maxi200997,111
5238,McDonaldsDENews,22405
5239,OlafWegner4,233
5240,LukAnonym,354
5241,MHenninger6,12
5242,monomachak,354
5243,cducsubt,163706
5244,RundschauLEH,643
5245,ifeu,1191
5246,northalpha,333
5247,worthuelse,114
5248,lostlyrics234,41
5249,TSie81,503
5250,danielvoelsen,193
5251,GrafikJan,39
5252,der_bienenonkel,362
5253,initin_de,192
5254,Deyaneyra76,122
5255,HelgeKoenig,33
5256,SMettzwerg,4
5257,malte_loerd,9
5258,m_jendrischik,1571
5259,ghrighri_chri,67
5260,DWR_eco,1540
5261,schmiddi1077,0
5262,TSLAQQ,2319
5263,m_vieren,42
5264,Micha_TheKPanda,13
5265,CharakterZeigen,1862
5266,ctschoerner,6
5267,rybizki,279
5268,Skippi74,0
5269,heiligshefe,42
5270,shinelightonit,59
5271,KnobiCool,207
5272,grimmtw,28
5273,Varnheim,91
5274,FrauleinNiemann,334
5275,NATURSTROM_AG,3588
5276,BerndSalomon,773
5277,CIO_Dortmund,669
5278,n4h4ss4,4
5279,uhfuchs,95
5280,BratschCbra,490
5281,CM19330650,26
5282,OliverLx,84
5283,LHapschi,43
5284,tina_trautmann,255
5285,MatCMeier,2905
5286,Aliverable,513
5287,AliciaBokler,1599
5288,solarbetreiber,939
5289,ArminStecher,137
5290,Muhterem_Aras,5412
5291,Trinchen312,1151
5292,HanspeterHolzer,443
5293,hagk,32
5294,AnderlLechner,65
5295,HerrFriederich,249
5296,Minimalstaat,363
5297,deralte_hase,137
5298,Gold_ist_Geld,1279
5299,Bluminho,557
5300,EAutoOWL,36
5301,MENNEKES_tweets,1329
5302,ranke09,413
5303,axel_rienhoff,568
5304,AndreasLahmeWD,1550
5305,chargi,276
5306,rp_foto,1
5307,beckersstef,366
5308,DieterRodel,11
5309,steuermamba,665
5310,IngaFechner,382
5311,Aileen00531360,1
5312,Micha_BILD,2451
5313,FabsiVolt,833
5314,Kotenok50597782,921
5315,Gotha24net,365
5316,Koxi73,117
5317,bamelam87,12
5318,brainsailer,816
5319,HC61871164,41
5320,DortmunderJens,10
5321,tantegreta1,66
5322,Jette03581074,16
5323,DaechtePole,69
5324,Banana_Joe2,39
5325,PMM_MAB,614
5326,Steinbruch,200
5327,realPotsdam,189
5328,Pixelschubser72,198
5329,HEA_de,794
5330,emmettmobility,833
5331,Tura1211,65
5332,tmmd,4489
5333,Alfi32394654,578
5334,jpm77770521,45
5335,dari0x,572
5336,pausenfuessler,1867
5337,goerke_c,1616
5338,moesl_roland,10177
5339,Biokraftstoff,2618
5340,AlpenTram,856
5341,DigitalZBerlin,1898
5342,FckAfD18,16
5343,HilliKnixibix,4306
5344,Cologne2014,46
5345,ThoRiedel,10
5346,cmx66,338
5347,ElektroAlex,33
5348,DEKRA_Konzern,715
5349,DEKRA_Germany,3038
5350,chillarius,80
5351,belektro_Berlin,758
5352,TrullaCouch,2204
5353,ralfbuescher,121
5354,Ronald_Heinze,786
5355,Thomas_Michl,5758
5356,Beeeesechurger,21
5357,BiblChris,260
5358,MVaK_eV,632
5359,dibudden,118
5360,tonirudolf,284
5361,KlausSp26165769,29
5362,frankberlin66,71
5363,Weltenweiser,552
5364,Percy48072048,95
5365,_Mr_Wednesday_,307
5366,RemiCrameri,229
5367,hav_hendrik,3164
5368,roddi,7657
5369,Pete57995461,295
5370,ReclaBox_DE,397
5371,alles_fliesset,172
5372,JackRaptor_2go,28
5373,Saltytrees,2834
5374,PFFweb,33
5375,zechenbaron,288
5376,SteveRueck,1419
5377,andi357,121
5378,rimprimertinge1,1
5379,TolkewitzDD,199
5380,ahw71,503
5381,vfricke,657
5382,Stefan_iPhone,55
5383,Restholz,93
5384,StenderPeter1,21
5385,RetroTechN00b,1
5386,Ulm2030,625
5387,_Quilian,184
5388,datenwolf,869
5389,dygytally_de,540
5390,fuetedamm,0
5391,_i_am_random,14
5392,PlahrAl,296
5393,NicolasKersten3,353
5394,klimaschutzer,46
5395,WattFahrer,290
5396,ReeSven,120
5397,chris_grnwld,69
5398,MisterT21,3
5399,Buerzl,2192
5400,untierchen1,2784
5401,GsoXperia,762
5402,sista_ray,428
5403,AugustvonAugust,15
5404,LongJohnSilv32,1532
5405,I2eptileX,15
5406,OrthoDocMK,0
5407,HaryKovacevic,67
5408,real_eMJot,153
5409,konsti_1900,93
5410,daemmi62,63
5411,soundpartychris,268
5412,Fasti26368280,265
5413,Maximil98822480,3929
5414,alter_franke,422
5415,GGandalf1st,548
5416,royfocke,641
5417,wohnwagenprofis,97
5418,DerUCas,539
5419,hschuett,122
5420,BMagens,109
5421,uvn_ev,754
5422,Technologiepark,2227
5423,Der_BDI,22795
5424,suXsyRTCO4Mv2i7,0
5425,the_way_is_this,802
5426,AndersonAfDMdEP,88198
5427,dieserNiko,171
5428,EVeeeeZdriver,40
5429,svs1946,7997
5430,Patrally61,
5431,TortellinicP,15
5432,Manjol,472
5433,marcogineer,33
5434,Steven_Sting,13
5435,oe4hds,94
5436,BitterTT,3
5437,Bebone76,177
5438,KristofWuttke,20
5439,leonardganz,442
5440,cdpk1985,53
5441,Vogelkaefig_Bln,138
5442,gehirn1974,362
5443,OlliJ72,21
5444,7OverLandShark,126
5445,MiriamMimimi,62
5446,ChristianHoemke,167
5447,HannesL17,15
5448,kb_huber,17
5449,AlgaRata,555
5450,FraunhoferLBF,490
5451,DerAuenlaender,1807
5452,LEVC_Germany,591
5453,zimbosmurf,107
5454,Adrian_Willig,430
5455,hillengas,69
5456,ChristianMahler,126
5457,HGWBLN,66
5458,DerWildeOscar1,205
5459,art_reinhardt,288
5460,GeorgeDue,11
5461,ts_bingen,37
5462,GtJbs,1655
5463,Vetominister,182
5464,trusted31337,37
5465,Squarepusher50,186
5466,digisubculture,85
5467,laurenzglueck,401
5468,cavecanem2020,160
5469,smokerle,370
5470,VKUonline,7493
5471,TEAG_info,394
5472,Aydakarin1,345
5473,patric_ohne_k,313
5474,fschwietal,202
5475,HahnemannWolf,0
5476,marcopolo71,1281
5477,mauriceluet,93
5478,se38,5322
5479,DanielAausM,136
5480,eozwei,8693
5481,dsidler,60
5482,tateusfan1,44
5483,FedKillsStocks,975
5484,tzmuenchen,71739
5485,Gertuselix,1205
5486,ariophis,170
5487,cocoabaerchi,99
5488,merkur_de,31211
5489,MichlvomDorf,721
5490,omnibusnews,444
5491,Mezzany,141
5492,meamZ_MZ,242
5493,GayBaumann,462
5494,izula1095,5
5495,jo21545461,24
5496,s57174717,142
5497,JCWerner1,16
5498,bmfuhrpark,84
5499,VR09239510,10
5500,SvenKoe,867
5501,rallecoe,139
5502,hl306090,157
5503,m_basler,201
5504,HeadonPirat,348
5505,BerndSonneck,344
5506,piepschmatz1,66
5507,GerhardKeller7,892
5508,blafoo2010,0
5509,NaibafW,655
5510,MonteyMeisner,163
5511,Trude_Dosenkohl,1270
5512,gasagde,1265
5513,JakobusHans,1
5514,KnuplingLouis,81
5515,Franke_FDP,3733
5516,schrapat,626
5517,DMK111,59
5518,valoricercanimo,9
5519,Lenny0602,842
5520,bettina_CLB,1066
5521,RolandsonStali,30
5522,JorgioBavaria,295
5523,PatrickBernau,18569
5524,BLN_CoMeCo,14
5525,u_stein,85
5526,KenzoVandagg,375
5527,smagictoy,112
5528,BSchullcke,759
5529,barth_ulf,0
5530,corridorgang,161
5531,HarzKurier,954
5532,Carsten_R_78,176
5533,Irgend1d,1056
5534,dilettantenhaft,10
5535,Gendo007,21
5536,EdelRoland,394
5537,fahrIehrer,372
5538,i_iangg,3058
5539,CarolusKaterus,1122
5540,earl_cringe,929
5541,GerhardSteine11,1
5542,ParkenImPott,52
5543,KolBln,981
5544,dieg0,908
5545,ULintl,265
5546,CoronaKurier_,738
5547,philvasar,45
5548,LaDolceVita2262,2361
5549,VBruttel,1855
5550,PeterMarwede,73
5551,volkmerstimo,541
5552,heimolepuschitz,11827
5553,IAAmobility,9021
5554,Mic_Sander,986
5555,A1__Digital,1303
5556,Tech_Cartoons,568
5557,Ste_Diedrich,183
5558,RB_Power_HAL,294
5559,Skyrgamur,148
5560,KauerTorsten,19
5561,AktienMagazin,3319
5562,traderfox_de,3595
5563,stadtratilmenau,222
5564,iw_koeln,16113
5565,judithliere,9400
5566,LogistikExpres1,1827
5567,DanielZugehoer,171
5568,SusiAnsujali,688
5569,JanStallkamp,400
5570,parteilost,135
5571,dervomamt,1372
5572,NeuImNeuland,1294
5573,grybelfix,119
5574,LordNyconBGL,70
5575,AlexandraCla1,94
5576,JanGrobi,704
5577,UUlrichsen,174
5578,Smie87,14
5579,AndreasKupfer78,1
5580,Stroemungstoene,535
5581,JakobMedick,264
5582,RegionFrankfurt,751
5583,ActemiumD,367
5584,tobiasjust,1048
5585,dastb,223
5586,LaotseL,13
5587,reuschlaw,634
5588,mcel90,374
5589,thl80,3
5590,FDPFraktionBLN,3141
5591,acatech_de,4805
5592,markuspieperMEP,1891
5593,Evil_LiquidSC,0
5594,haschi53,539
5595,MartinJungmann,869
5596,AchimMuellers,8913
5597,manolo_pph,917
5598,der_johannsen,584
5599,SynapticDisord1,58
5600,_xS__,8
5601,dl1oli,471
5602,PascalSEAG,2
5603,frahli,65
5604,SimoneGilau,934
5605,NextLifter,88
5606,LoHey48,405
5607,OlmaticGmbH,63
5608,hertizworld,561
5609,LoneRedwhyne,431
5610,ulm_donau,5364
5611,geby85,554
5612,RNFohle,403
5613,Dietel_Matthias,699
5614,PPrzetak,165
5615,Werner86612045,1
5616,Piratenvater,266
5617,Radpartie,323
5618,yjs_os,749
5619,x4FF3,67
5620,bauhausmobility,268
5621,HansTheGerman,1106
5622,markusgufler,698
5623,VIVAVIS_AG,37
5624,TUEV_SUED_MS,282
5625,der_GOGO,101
5626,Faultierphlegma,333
5627,i_got_soul__,20
5628,kaufland,12458
5629,padeluun,8928
5630,LittleNika1,189
5631,Suranfox_Public,50
5632,IrmtraudBerger,171
5633,SilFoiera,1109
5634,FAZ_Finance,22361
5635,FAZ_Wirtschaft,137515
5636,HRamisch,5
5637,Alexand53879328,382
5638,h_fietz,131
5639,vladimir_eh,14
5640,Leukoblast,454
5641,AndieSpree,84
5642,frankdausn,56
5643,Nuklearia,9056
5644,RobertK21792561,12
5645,Xieldan,1180
5646,vwsachsen_de,1451
5647,insanelygreat,861
5648,travesu_rocks,359
5649,Urbadener1,238
5650,tuxbooster,742
5651,Waldemar041,10
5652,Logisticsinnov1,113
5653,LeichtmatroseBW,317
5654,jochenengel,18
5655,VictorMahdiae,668
5656,Jensebens,199
5657,derIckeBerlin,75
5658,BernhardKoch17,8
5659,schiepell,712
5660,karin_teichmann,537
5661,Kaspar0815,102
5662,WolfmannotJack,1403
5663,TWAPatrick,37
5664,GrevenMarcus,1716
5665,FelixK70623235,1
5666,GRUENE_Hamburg,13131
5667,ITS50413975,14
5668,Boesegucker,1392
5669,ldew_ev,216
5670,mcr42,37
5671,amerlanda,1510
5672,be2big,119
5673,stadtweimar,3269
5674,seppini,480
5675,webpressant,44
5676,DaniEckiDue,2
5677,AnneSuify,234
5678,wasicu3,51
5679,DieParteiBbg,155
5680,Saphira3111,712
5681,smartreni2000,32
5682,Andreas61182296,9
5683,vonUnten,399
5684,Otto_0815,671
5685,voba1,183
5686,betonsozialism1,15
5687,klunkerklaus,30
5688,StellantisDE,8647
5689,TU_KL,775
5690,BalianIbelin65,346
5691,MarcoLanghof,210
5692,Runsch2,1
5693,ChrisTheBruce2,21
5694,heslige_oma,117
5695,Fastvoice,657
5696,h10_o2,231
5697,BigChie19299810,148
5698,bestoraged,147
5699,trendkraft_hub,223
5700,ROADMAPmag,29
5701,EatWeird_,83
5702,panzer_michael,312
5703,ingenieur_de,2755
5704,DubsiTabsi,187
5705,ChanVici,45
5706,dietermania1,51
5707,jcfrick,11147
5708,MiniCarsten,45
5709,scr4tch3d,5
5710,TmvDeutschland,47
5711,Paulina24870529,6
5712,MarkusReimann,28
5713,RamonaPop,12822
5714,fresh102,98
5715,SnowTigerXC,14
5716,TheLiberalDan,1240
5717,Moiterei1984,805
5718,RumBroesel,477
5719,700sachen,1957
5720,_Tschuuuls,7
5721,energiegezwits1,330
5722,GuntherSchnabl,6489
5723,sgdozer,272
5724,mwinerd,28
5725,ironymus_ex,367
5726,Flaexitarier,125
5727,christianmutter,5063
5728,TCraft24,43
5729,ngachoffat,7272
5730,boerseonline,26382
5731,Juergendd,110
5732,dartfinish,47
5733,Alminator5,7
5734,VivaParess,744
5735,codeheld,75
5736,FloKo03399087,39
5737,JSey,840
5738,mrkshmd,114
5739,MaD__09,7
5740,EosphorosX,16
5741,tealowkay,653
5742,Christian_Stahr,29
5743,HoltwardF,20
5744,GoldsteinBlum,4324
5745,ateneKOM,580
5746,holger2311,87
5747,Vattenfall_De,8232
5748,AGreenMind1,10
5749,AnotherYuki1,7
5750,Lakoja,168
5751,heuteshow,1478236
5752,schwabe007,35
5753,MWU_LSA,1686
5754,fahrverbot_info,91
5755,JonnyDiscofox,1855
5756,jmarcreichow,225
5757,argosy_ops,647
5758,DenkenHilft3,46
5759,buerger18,1521
5760,BurgerBenDecker,35
5761,knoettka,39
5762,derLesh,180
5763,Sven__Emmerich,49
5764,SOLCOM_Projekte,436
5765,TundEmagazin,406
5766,NewspressG,58
5767,btfertiggaragen,7
5768,VWGroup,156268
5769,FrauMilli,153
5770,frwms,165
5771,Capitalista1776,439
5772,kpinhack,68
5773,FreddyNCastrop,156
5774,DBernhofer,1549
5775,IndustrieDe,519
5776,visionedrive,47
5777,iniklasfischer,166
5778,EUPapenpied,391
5779,DanielGoldmund,133
5780,die_dk_de,1392
5781,pleasebenottrue,144
5782,MartinK63805123,134
5783,sandfloh57,21
5784,MGieselmann,1190
5785,un_kommunikativ,1280
5786,Tina__Cgn,97
5787,Stefan_Dahlmann,11
5788,unzulaenglich,751
5789,aelmer,1559
5790,BerHFreienstein,309
5791,Winterkind16,163
5792,DirkPloeger,1
5793,hansen_thorsten,19
5794,stadtdortmund,104137
5795,kotzenderStern,4755
5796,PeterMusseleck,111
5797,DeWeilmann,889
5798,Benjo1039,739
5799,Velofisch,1533
5800,MelsTweets94,140
5801,schwarz_alois,63
