,video_id,title,published_at,channel_id,view_count,like_count,comment_count,job,id,valid
58,OcjT8lOgf5c,BMW und die neue E Auto Plattform Tagesthema Elektromobilität Nr.193,2020-11-09T16:00:05Z,UCHuXYLIv70fPKK9c60TwLQw,196.0,14,3,0,0,comment threshold
59,PAfaBfw4nsM,"Der Innovationscampus ""Mobilität der Zukunft""",2020-11-09T08:40:48Z,UC-7-1khnoRLpNNBf4ecRL2Q,793.0,21,3,0,0,comment threshold
60,MbTa_3Ix9Dc,🚨 Vom Opelaner zum E-Fahrzeugbauer 🚐 Tropos Motors,2020-11-09T12:50:49Z,UCLN2svvs6qQg1tq4GU0HnVw,656.0,14,3,0,0,comment threshold
61,MFDsDd4kbJg,Hyundai Motor Group spannt mit Ionity zusammen - #endlichmontag [Deutsch] | Vision E Drive #39,2020-11-09T17:00:12Z,UCDMd4FzBxxKD5yAeeLStU6A,538.0,52,8,0,0,comment threshold
62,h0ZhldSICCA,Wallbox Mennekes! Überschussladen und mehrere Ladepunkte!,2020-11-09T07:15:01Z,UCMlirlzQIUpfb3uC5LXB17Q,5975.0,201,40,0,0,comment threshold
63,aQKktcpWS84,TESLA P3D - Drag TimesTeil 1 - Breitreifen 285er vs. Standard 235er,2020-11-09T16:48:41Z,UCw98KFRD4XN8EIaQfsS1kmw,490.0,19,23,0,0,comment threshold
64,e75kk1N5IRE,Renault ZOE ZE.50: Meine RUNDFAHRT über die Schwäbische Alb und zurück Autobahn | DampfDrache.de,2020-11-09T16:00:07Z,UCHeWtVw_wNCUZkzc5wif2FQ,7800.0,270,98,0,0,valid
65,DK0tIaCW0wo,Drei Solaranlagen auf Mietshaus  | Rechnet sich das oder warum setzt Christian auf PV?,2020-11-10T18:27:57Z,UCaCaZ-vKtnMG2_FKmEePChQ,6494.0,292,65,0,0,Topic
66,smy9LlJS3SM,BMW iX (2021): SUV - Neuvorstellung - Elektro - Marktstart - Info,2020-11-11T13:00:13Z,UCJrXOOtvmGn4CF7aYaJwuHA,130186.0,1234,589,0,0,valid
67,JYKmWPCdh0o,Panasonic baut neue Zellen für Tesla Tagesthema Elektromobilität Nr.195,2020-11-11T16:00:07Z,UCHuXYLIv70fPKK9c60TwLQw,196.0,21,2,0,0,comment threshold
68,d8C7EPYmfVY,Volkswagen VW ID3 Pro Pilotsendung,2020-11-11T00:10:49Z,UCgcn_rHI1QgT-57q_sfzyDg,3523.0,138,37,0,0,comment threshold
69,lir4ggGwM3s,Ein Tag mit dem Mazda MX 30 - First Impressions von @Felixba – präsentiert von Yello,2020-11-11T11:00:12Z,UCWDzQTt1RWZD1AtkV76CIBA,23835.0,304,93,0,0,valid
70,tbaWtOyAPhI,Der neue VW ID.3 - Welcome Light | Graf Hardenberg-Gruppe,2020-11-11T16:22:44Z,UCsGStfCV-EP5a8QNJXJK9Ag,4157.0,17,3,0,0,comment threshold
71,NNA6EEtZ5PQ,Größere Batterie für Tesla Model 3 + höhere Ladeleistung Gratis-Lösung für eMMC-Fehler beim MS/MX,2020-11-11T17:00:08Z,UCSwRhu8CeHVXZlG1ExdjuTQ,6449.0,337,42,0,0,comment threshold
72,VrwPy3KOY3U,BMW Motorrad Definition CE 04 - Unveiling. | #NEXTGen 2020.,2020-11-11T14:52:25Z,UCYwrS5QvBY_JbSdbINLey6Q,58766.0,993,85,0,0,Topic
73,NV_k_BDekwU,Der neue VW ID.3 - Laden bei Regen? | Graf Hardenberg-Gruppe,2020-11-11T18:08:30Z,UCsGStfCV-EP5a8QNJXJK9Ag,5755.0,24,7,0,0,comment threshold
74,ZrR27mKJFp4,Frau Dr. Merkel zur Absage des STUNK 2021,2020-11-11T10:00:06Z,UClFIwclKw9PksxVdD_rRsFw,4431.0,36,1,0,0,comment threshold
75,-IrggGxdI8E,Hyundai gehört nun zum Kreis der Eigentümer von IONITY Tagesthema Elektromobilität Nr.196,2020-11-12T16:00:01Z,UCHuXYLIv70fPKK9c60TwLQw,141.0,20,7,0,0,comment threshold
76,hkWbptBGN8Q,Wie kommt eigentlich der Strom ins E-Auto? Und wie wird er grün?,2020-11-12T09:40:30Z,UCHuljgAv3cA3GPKevRpE0Nw,175.0,0,4,0,0,comment threshold
77,CpqFG9vTC9A,Tesla stellt neue Batterie der Zukunft vor,2020-11-12T17:00:07Z,UCE2hJ9CYR57BYhk3TjGVG6w,214596.0,9647,1189,0,0,valid
78,weNze5sPpdg,Umstieg auf E-Autos endet im Chaos - Nachlese & Reaktion mit Stefan Schwunk zum Kölner Stadtanzeige,2020-11-12T19:31:12Z,UCaCaZ-vKtnMG2_FKmEePChQ,15372.0,658,96,0,0,valid
79,pUKuzenm8Ec,"Breaking Elektro-News: BYD Absatzrekord, DFSK Seres 3, Hyundai Kona Elektro Facelift, AHK Kia e-Niro",2020-11-12T06:00:04Z,UCsNdsFTTBj5jcRJSWeJ8-Xg,9150.0,569,83,0,0,valid
80,1JVtdPgIrfE,Größter Ladepark Europas mit Nino von BuzzingDanZei 🔴,2020-11-12T20:43:50Z,UCBc0Mghy-6jhMXs3T7DluMg,6776.0,344,23,0,0,comment threshold
81,TU6lOnuVGzg,volle Ladung fürs Elektroauto - so verteilt E.ON den Strombedarf der Ladesäulen,2020-11-12T12:11:47Z,UC5f7-UaF5F-vz47vYUuioYA,523.0,2,10,0,0,comment threshold
